track_id,track_name,track_artist,playlist_genre,track_popularity,danceability,energy,valence,tempo,duration_ms,tempo_norm
1EavLSmwRWtmkKEmlCfFzT,Wasted,Tiësto,edm,47,0.645,0.832,0.375,112.028,188371,0.4678750417641163
5NIZUEc6twysdXCpP52QZi,Ain't Nothing Like It,KLYMVX,latin,47,0.657,0.873,0.44,105.043,166373,0.4387028065486135
6E1OJ2yc8uxlwDDNHC1LVx,Nothing To Hide,Boombox Cartel,edm,47,0.494,0.867,0.265,144.91,218690,0.6052038088874039
52DECUk6ubfu1IWnhaiKC6,sunday,Smeyeul.,rap,47,0.683,0.103,0.197,79.99,96000,0.3340711660541263
5CG4RXjli90Zd1KDalPqeK,Crippled Inside - Remastered 2010,John Lennon,rock,47,0.545,0.608,0.681,165.617,232627,0.6916847644503842
3fNf71Ktya4CYMqGM6eRud,Stupid Girl,Garbage,rock,47,0.634,0.756,0.661,119.948,258533,0.5009522218509856
6q93Jau7PPkZQG3YOf36Tz,Te Lo Quiero Hacer (feat. De La Ghetto),KAROL G,latin,47,0.694,0.615,0.577,137.964,222563,0.5761944537253592
03taJRQ6nyzYWac6HDysMh,Hoops - Acoustic,JONES,r&b,47,0.74,0.198,0.19,120.032,206062,0.5013030404276645
5ReD0EFOt4pty5Ql8QlnUj,Lose Control,Wax Motif,edm,47,0.676,0.903,0.642,125.0,189765,0.5220514533912463
4Gaco6SiHpZhnPvNsXH6Iy,Yokubou ni michita seinendan,ONE OK ROCK,rock,47,0.554,0.752,0.694,87.985,202200,0.3674615770130304
0nfccjfE32KUJzLShSFAK0,UP-14,Raga,rap,47,0.656,0.562,0.609,85.37,155520,0.3565402606080856
3g9rfVxgLrcHEAjnbnulQi,Move You,Kelly Clarkson,r&b,47,0.634,0.492,0.101,137.981,202360,0.5762654527230203
5xok0LRntz8qY9ljEwPV9L,Gabby,The Internet,pop,47,0.498,0.78,0.657,156.772,212080,0.6547444036084196
4rFCZGNT5jWpS08KabTgKh,Can't Stop Dancin' - J Balvin Remix,Becky G,latin,47,0.696,0.599,0.391,100.057,197040,0.4178792181757434
44anLRFhwsFuwG5T7JvOWY,Another One,Kim Petras,pop,47,0.564,0.435,0.316,80.018,225245,0.3341881055796859
2llz8SyoIxy09C2pOnsyAW,Santa Muerte,Cartel De Santa,rap,47,0.632,0.856,0.868,87.028,202493,0.36346475108586707
4xMmjrefx4NlEOHfGu3EQf,Wild Horses,Old & In The Way,r&b,47,0.45,0.313,0.547,100.299,278533,0.4188899097895089
4DtAbMuUptQ5Arj17kkNVb,Make Believe,Quintino,edm,47,0.587,0.882,0.0653,127.97,194531,0.5344553959238223
1w3XQHyd4stGaZmIlBU3cr,Alone,Of Virtue,rock,47,0.5,0.948,0.508,90.061,214667,0.37613180755095227
2yn9vJb2G9vv6EGt4fP2QB,Partly Sunny,Joey Pecoraro,latin,47,0.735,0.411,0.611,87.965,173910,0.3673780487804878
1o0hcMxI6jYzQm6ApPde3L,Wild Frontier - Remastered 2002,Gary Moore,rock,47,0.479,0.822,0.562,130.035,255720,0.5430796859338456
5MhS1baQEdM4tTcK7DliM4,Limitless,Bassjackers,edm,47,0.598,0.94,0.242,140.032,174000,0.584831272970264
1Wp5qiJokEHhy7YkIrBXgY,No Tengo Dinero,A.B. Quintanilla III Y Los Kumbia Kings,latin,47,0.88,0.818,0.851,113.959,296440,0.47593969261610425
0gH8MrEnV16R2YGzTHJpCZ,AMOR,Jonna Fraser,latin,47,0.824,0.712,0.553,89.971,183680,0.37575593050451056
15taea6JZLAfG5OX0pzfG6,Make Believe,TOTO,rock,47,0.659,0.573,0.901,141.747,223133,0.591993818910792
5t0goIkETvf6oZ7r1zFu9F,Cúcara Mácara,DAAZ,rap,47,0.873,0.739,0.927,100.098,96000,0.41805045105245575
4npV4yaAqVv62cSIWmPEbf,Look Away - Steve Void Remix,Stephen Puth,latin,47,0.71,0.743,0.468,122.043,159344,0.5097018042098229
2KOmUz4XLr5vNpgQNdJq7r,She Loves Me Not,Tohaj,r&b,47,0.668,0.424,0.55,80.55,134376,0.3364099565653191
3b0dX6Q2lxp7OX5lFt0nba,Ha,Juvenile,rap,47,0.865,0.841,0.674,91.982,292333,0.3841546942866689
6alCTRgBPoeAFi2N4il9Q4,Did It Again,Lil Tecca,rap,47,0.686,0.561,0.186,148.775,116240,0.6213456398262613
1wRQqmZwiF4thdQ8N7FiNv,Alright,Ledisi,r&b,47,0.626,0.417,0.209,173.629,277667,0.7251461744069495
3xmmKCqEPNloZT9myIx0Hn,Seasons,Shaggy,latin,47,0.752,0.806,0.632,97.022,194283,0.405203808887404
7qCMKzInsoamLYfFMyVkHp,Contigo Quiero Estar,Mark Cast,latin,47,0.611,0.672,0.388,104.805,168000,0.4377088205813565
1lJZSsMoWEbrgaY6CxPMf8,Would I Lie to You? - Remastered Version,Eurythmics,rock,47,0.613,0.912,0.732,131.962,268240,0.5511276311393251
7rwM67LyGTDIq33h3Ukc6Y,I Gotsta Get Paid,ZZ Top,rap,47,0.542,0.941,0.445,82.371,243160,0.34401520213832276
765ZpBQUUFKAVjzVyW77if,stop and stare,joan,pop,47,0.58,0.746,0.548,97.008,201953,0.4051453391246241
0hnHoQbEQOL4YUZ4SO6xbe,Calling All the Monsters,China Anne McClain,pop,47,0.56,0.826,0.492,141.974,206676,0.5929418643501503
525juAhVEJ3uIF2E49yNBn,Paris,MXMS,edm,47,0.87,0.546,0.208,120.068,246852,0.5014533912462412
0SkmxNE5ydxiEN0hzJbMac,Ridin' the Storm Out,REO Speedwagon,rock,47,0.557,0.798,0.609,134.801,252267,0.562984463748747
05Li9s63oMwigFbQJDr2cz,Reminisce,Howiewonder,rap,47,0.393,0.266,0.493,75.523,126340,0.3154151353157367
18pFjD6zwF9OculQkB9YCW,Killa,Kaan Pars,edm,47,0.735,0.505,0.0895,109.93,192023,0.4591129301703976
59bem62WIxhdH76jIWEm6S,Boy Oh Boy,Möwe,latin,47,0.697,0.785,0.414,122.028,177253,0.509639158035416
29kl2eX6jqxcYrnIGCWdVK,Show Me Love,Above & Beyond,edm,47,0.46,0.878,0.454,128.017,211655,0.5346516872702973
5YRpDfCCBCNAKDGIlBODbU,La Venganza,J Balvin,latin,47,0.738,0.865,0.892,177.944,206267,0.7431673905780153
5WTCHYg9G27e9e5HFKGdd1,Sweet Love,Junko Ohashi,r&b,47,0.607,0.705,0.656,93.04,289333,0.38857333778817243
1XVG9J4jQRg3Ox7WHM6ztO,Ya No Te Quiero,Luz Pinos,latin,47,0.845,0.403,0.377,134.987,224293,0.5637612763113933
53x0TUbZcKihVOhDXxVIdc,Flexscheibe,AK Ausserkontrolle,rap,47,0.65,0.661,0.173,94.914,173600,0.39639993317741395
5GHYC1l4PPPfL30CoOuCvE,Hurts Like Hell,Evernone,rap,47,0.591,0.826,0.33,145.029,168828,0.6057008018710324
2MrmBl3qmsA26YPvaiSvmW,Bloodline,Northlane,rock,47,0.524,0.973,0.367,97.462,205547,0.40704143000334114
6EzuZuIO6lR0XvFkBVcvpW,Red Tide,xJK.,rap,47,0.755,0.338,0.43,91.045,148365,0.38024139659204814
4Xf27f2BIY6FmvifqxQ7RD,In A Dream - Original Mix,Rockell,latin,47,0.785,0.688,0.835,132.279,241693,0.5524515536251253
1grnSNpTAe14gjtqfArZan,New Girl Now,Honeymoon Suite,rock,47,0.589,0.768,0.694,109.127,216693,0.4557592716338122
4y7MogcFeMrp4QXPVHloyB,Temes,iLe,latin,47,0.677,0.221,0.518,96.038,196985,0.40109421984630805
6mqEYpayC5TQFUYTwx7qPo,I'll Go,Donell Jones,r&b,47,0.744,0.735,0.951,99.991,241345,0.4176035750083528
3pJfWEBxmRDfS3hM7lAphp,Sueños,Diego Torres,latin,47,0.691,0.8,0.91,103.846,224960,0.4337036418309389
2EpS5TgdngSISM63rhBsnK,Booyah - Radio Edit,Showtek,edm,47,0.559,0.916,0.195,128.012,215295,0.5346308052121617
2YkcoPZi3jwGfa7r1RRhV2,Bad Man,Blues Saraceno,rap,47,0.425,0.968,0.262,154.061,206037,0.6434221516872703
2YsRHLJ87gpTeseu6EfVLx,From Out of Nowhere,Electric Light Orchestra,rock,47,0.149,0.637,0.365,200.085,194747,0.8356373204143
0oU8abbfuFb4VPaN24ZxaN,Cara Mia (feat. Sivas & KESI),Stepz,rap,47,0.807,0.755,0.676,96.054,154930,0.40116104243234213
70uUF91sbfXOyH4AInWYUw,Todo a Pulmon,Miguel Rios,rock,47,0.441,0.413,0.412,63.751,249973,0.2662504176411627
253ewjP2R1LjKqA70mGdnk,I'm In Love With My Car - Remastered 2011,Queen,rock,47,0.292,0.803,0.41,143.856,184893,0.6008018710324089
7km1tntASwmtyzGr8vaT0e,"Cornbread, Fish & Collard Greens",Anthony Hamilton,r&b,47,0.851,0.525,0.746,98.997,273893,0.4134522218509856
0elb6lDN4B5Ao3TWoXYUzs,Almost Mine - Radio Edit,Wankelmut,latin,47,0.708,0.8,0.484,122.062,200467,0.5097811560307384
1jcwCL4SqL4rKppUYr3dPK,Get Low,Fabian Mazur,rap,47,0.844,0.752,0.58,97.005,185258,0.4051328098897427
7n0AKzZvxlKyv6cvmQi8S9,our little pond,mommy,rap,47,0.665,0.0924,0.679,77.094,115909,0.3219762779819579
0katsiKnN2XXffwlIjaz4e,Voices In My Head,NIVIRO,edm,47,0.505,0.784,0.337,137.974,180326,0.5762362178416305
4P0uyibZjcXZLVeNOHBd8Q,In Too Deep - 2007 Remaster,Genesis,rock,47,0.669,0.435,0.302,103.548,298093,0.43245907116605414
325ipyWkzIGakH2DJgDlOT,Happy When It Rains,The Jesus and Mary Chain,rock,47,0.499,0.84,0.732,125.319,217313,0.5233837287003007
2nH0gsXkSo8hsMv992jbTm,Small,chloe moriondo,pop,47,0.53,0.0512,0.19,88.615,177562,0.37009271633812224
0Sgu2kKr8M0uuqKygi2wrH,She Said,Sundara Karma,pop,47,0.418,0.945,0.693,165.041,224640,0.6892791513531573
4I2ct6yrB3Xow4u5yUXPkh,Sueños - Remaster 2004,Tiro De Gracia,latin,47,0.82,0.821,0.962,101.979,321760,0.4259062813230872
3333YXdcyths5CB8v28dZj,Let's Wait Awhile,Janet Jackson,r&b,47,0.592,0.2,0.382,172.647,277400,0.7210449381891079
5lAMOiZhF8pq4wO3uHREaY,Somebody I'm Not,Davai,pop,47,0.751,0.416,0.324,101.962,214627,0.425835282325426
1hqa2sNPPzrKMxS53j0wUS,A Braba,Lord ADL,r&b,47,0.589,0.457,0.72,101.616,172960,0.424390243902439
2y7EqBBJWdsha2YKjB5uHy,No Quiere Novio,Ñejo,latin,47,0.87,0.614,0.804,95.016,196480,0.3968259271633813
5QzUEV4NtpM1HNabxklAOl,Crises,organic_kid,rap,47,0.589,0.194,0.474,82.123,163500,0.3429794520547945
5xFZiW98mwT5S3mh8O9BUt,United We Dance - Vicetone Edit,Vicetone,edm,47,0.594,0.65,0.106,126.0,255484,0.5262278650183763
78W6Wj2IBE2leu2fz7dVXv,PPP,Beach House,pop,47,0.488,0.463,0.153,104.877,368547,0.43800952221850986
33FybgXmvArmqOSM82z2ow,Cuba No Se Fue de Mí,Orishas,r&b,47,0.753,0.723,0.722,87.001,247425,0.3633519879719345
5fsU7AtSTp0zySUf46hwbt,Just Between You And Me,April Wine,rock,47,0.511,0.308,0.377,83.546,235560,0.3489224858002005
6SXa1S8p30ZneTKS8W9BSG,Rose Red Violent Blue (This Song Is Dumb & so Am I),Stone Sour,rock,47,0.458,0.988,0.296,161.952,296400,0.6763782158369529
1s2xUbLU0bcNRWKK04X9NO,The Bottom (feat. Kellin Quinn),YULTRON,rap,47,0.562,0.892,0.292,150.049,198400,0.6266663882392249
7KCTbCIcb2acPttGcCkKbe,Canción Animal - Remasterizado 2007,Soda Stereo,rock,47,0.573,0.779,0.669,105.086,257800,0.43888239224858
34MwNe3VRFUVobPYJdHbtb,The Wave (feat. Harrison),VINAI,edm,47,0.749,0.99,0.0775,128.024,206250,0.5346809221516873
4sKxpfxfS5AdVczPBtv4QX,Bigfoot - Original Mix,W&W,edm,47,0.661,0.887,0.159,127.992,270000,0.5345472769796191
4fY4pwTfUl15tEwDBTCXBO,Melanin,Sauti Sol,latin,47,0.439,0.677,0.759,95.064,267993,0.39702639492148345
0iFlO6zAJQf5tAwScQXWOx,Amanece,Caifanes,rock,47,0.55,0.926,0.414,109.797,193760,0.4585574674239893
4Fhlg7UFKHbvBZgsHu6K89,Don't Look Back,PREP,pop,47,0.736,0.421,0.496,75.013,271800,0.31328516538590045
4zZU1HHT7TcfluhNFfIyLN,Agua Salada,Los Rumberos,latin,47,0.724,0.811,0.508,103.026,210480,0.43027898429669226
0Kk7JmX3BTE5XCaLI4mzAj,Backyard,Kota the Friend,rap,47,0.863,0.646,0.863,150.012,205896,0.626511861009021
3xGZOoLTPTiXJ74AKf75G8,La Pregunta Remix (feat. Tito El Bambino & Daddy Yankee),J Alvarez,latin,47,0.738,0.726,0.836,171.962,274027,0.7181840962245238
6LR5yuN6XStHDZiusCxqYe,Dead Ringer for Love (with Cher),Meat Loaf,rock,47,0.287,0.975,0.441,169.424,260693,0.7075843635148681
1ov2kWVkqFTFEcpgRXnphS,Future Noise,KAAZE,edm,47,0.481,0.799,0.415,128.015,203906,0.534643334447043
0qsQZDAZIGsbGmYEMfhTSC,Wine & Chocolates - andhim Remix Radio Version,Theophilus London,edm,47,0.792,0.769,0.545,120.018,226750,0.5012445706648847
3bcVlSWtjktTZAczUbfzlG,BREAKDANCE LESSON N.1,KAYTRANADA,r&b,47,0.771,0.786,0.19,119.961,268080,0.5010065152021383
1VwHD3Rxkh9GlV7MoDzVDz,Toma,Neutro Shorty,rap,47,0.882,0.574,0.609,134.98,202411,0.5637320414300033
2dsamqceYOKqLNx2Ch6Zhz,Black Leather,Guns N' Roses,rock,47,0.466,0.991,0.205,137.595,248493,0.5746533578349482
33ecyF2OHCK4HFUSp1hItE,Closer - T-Mass Remix,The Chainsmokers,rap,47,0.7,0.821,0.608,94.952,247520,0.3965586368192449
0hioWv2FDtVePjHFTwgrf7,I'm Bad,LL Cool J,rap,47,0.624,0.435,0.735,179.267,279733,0.7486927831607083
7x6ev0H9OAmvuDnyuItBZS,Be Here,Raphael Saadiq,r&b,47,0.623,0.602,0.714,87.379,228973,0.36493067156698966
6MvGg9X7lIt64WW28Nxfxo,Texas Flood,Stevie Ray Vaughan,rock,47,0.257,0.473,0.452,173.75,320707,0.7256515202138323
15mlPrdH10GLQJafz07Q8X,Casey Jones - 2001 Remaster,Grateful Dead,rock,47,0.681,0.447,0.746,99.418,265640,0.4152104911460074
7s2orxqJ8qE0aG3Ngvct3C,Green-Eyed Lady,Sugarloaf,rock,47,0.564,0.523,0.89,149.304,219760,0.6235549615770131
27Zp4clfhVk3Qx9TwCwZ97,Out West,Sumwun,rap,47,0.717,0.103,0.39,88.989,86334,0.3716546942866689
1wbUqPb4FPoZ9GPdMyu5Wo,Hurt My Heart,White Lies,rock,47,0.476,0.963,0.38,91.996,254918,0.3842131640494487
3IuJXTVipz0DGz70MaCfgW,You Remind Me,Mary J. Blige,r&b,47,0.656,0.768,0.507,95.067,258093,0.3970389241563648
1dPUQhlNGEaDm9Qi1vcL7I,And I Love Him,Esther Phillips,r&b,47,0.594,0.276,0.602,106.37,158733,0.4442449047778149
3G3lahQSMk4BHnap1i853u,Supersonic,J.J. Fad,rap,47,0.825,0.391,0.396,132.104,232307,0.5517206815903776
42YabrnORAsErCXyBCdPcB,By My Side,Julian Era,latin,47,0.766,0.693,0.53,117.937,149492,0.4925534580688273
5kNY827HpHytxb6a41pfLQ,Eres,Un Corazón,latin,47,0.661,0.727,0.446,104.961,227373,0.43836034079518876
1lr9t3lyJpUGqh2dDc9tHs,Don’t Stop (feat. RayRay),Curbi,edm,47,0.784,0.943,0.512,128.1,152241,0.5349983294353491
7nuPjNAEL3qcEUcZre7rJF,Everytime We Touch (with Steve Angello & Sebastian Ingrosso),David Guetta,edm,47,0.707,0.471,0.355,125.014,220640,0.522109923154026
3kZUnG3jVpgwh3TQFdTv18,Rhiannon - 2017 Remaster,Fleetwood Mac,rock,47,0.728,0.598,0.797,129.516,250360,0.5409121282993652
0hsMhZA3gguNuHOcDsGmOf,We Start Fires,Little Giants,latin,47,0.676,0.903,0.349,119.98,228000,0.5010858670230538
3bnEhDlFFXeCyyYhbRszW7,I Bet My Life - Alex Adair Remix,Imagine Dragons,latin,47,0.578,0.506,0.575,116.951,190280,0.4884355162044771
0hmQY8NW6hNQWfkvZsa1e9,Lemonade,Gucci Mane,rap,47,0.741,0.658,0.746,142.057,246013,0.593288506515202
5zZJ9yrJw4bxoPTLoRXfIl,Falling for Ya,Jordan Fisher,pop,46,0.628,0.858,0.707,170.049,124613,0.7101946207818243
2UPXQ1UumX1qBh8COMbo6K,Staring At The Sun,Vanic,edm,46,0.591,0.737,0.43,105.034,265143,0.4386652188439693
4zEvxRDaKDoFlHxK7Hy0wg,Sunday,The Cranberries,rock,46,0.329,0.565,0.166,108.875,211067,0.4547068159037755
0N9aO27StVncd3rCpMuOpB,2 Seater (feat. Quavo & 21 Savage),DJ Holiday,rap,46,0.887,0.573,0.237,133.026,158797,0.5555713331105915
1VyoSDW7fP7ud2z0YpL9u8,Alone,Claptone,pop,46,0.733,0.616,0.328,110.015,218387,0.45946792515870366
0FuBfmT5QuCZFBjGVpAyek,night time,Chill Children,rap,46,0.723,0.111,0.733,78.986,59600,0.3298780487804878
05iPRsY5k3Bbm95I53ZY31,Get Out,Sundell,latin,46,0.734,0.692,0.344,128.05,150005,0.5347895088539927
1MQl98yahePjBn58DJQiOo,Ojos Que No Ven,Kexxy Pardo,latin,46,0.77,0.599,0.858,175.945,182045,0.7348187437353826
5NHn7UwIgpLQls7LhwF955,House Of Cards (feat. Sidnie Tipton),KSHMR,pop,46,0.556,0.817,0.423,109.999,188652,0.45940110257266953
4YmxakmVsl3YtvNFrB9ih3,Buggin' - Edit,Hot Since 82,edm,46,0.738,0.851,0.359,123.998,275806,0.5178666889408621
3C8xkK4Cir2QmiaN07GIZs,"Hold It Now, Hit It",Beastie Boys,rap,46,0.791,0.738,0.891,95.3,206213,0.39801202806548613
39p2Bauqy34ZozrpQuFa4t,Fool's Gold,Tessa Kaye,pop,46,0.809,0.459,0.213,136.923,182190,0.5718468092215169
5hHdrN23SMuJkAsoyUcN24,Danger - Original Mix,Blahzay Blahzay,rap,46,0.723,0.739,0.805,177.886,225267,0.7429251587036418
5oPRLER8bCQN3RFFVvLbTC,If I Had No Loot,Tony! Toni! Toné!,r&b,46,0.873,0.721,0.81,106.725,241467,0.44572753090544603
2UXd7o203nuQXQiZRbYCQp,Hole in the Earth,AWAY,rap,46,0.619,0.697,0.523,149.94,256012,0.6262111593718677
5ITn6PS4RODpPjl75qMG1w,Flute,Barcode Brothers,edm,46,0.751,0.88,0.399,138.0,284360,0.5763448045439359
2bllegdYt2WoYdbRZyJ730,Capital Letters,Hailee Steinfeld,r&b,46,0.666,0.814,0.478,99.913,219387,0.41727781490143667
43JjxYXZmBUdWafs4WHa6v,Wicked Game,EC Twins,latin,46,0.66,0.833,0.296,117.951,191186,0.49261192783160707
0fRsAGSCbEjdSYM1U3NYx2,Down On My Luck,Vic Mensa,r&b,46,0.72,0.751,0.487,125.022,209480,0.5221433344470431
4E7DVqv5jomWyJJB2MdONv,Love Me Less (feat. Quinn XCII) - Ookay Remix,MAX,rap,46,0.717,0.876,0.669,144.919,256427,0.6052413965920481
6X2R5GP9m4NycgGLZV2vH3,Compañera (Acústico),Nahuel Pennisi,latin,46,0.568,0.201,0.392,77.905,198028,0.3253633478115603
6ZifCCNZnqWrtIeBp7RWP9,Livin' in a Country Song,Upchurch,rap,46,0.58,0.705,0.629,160.986,223552,0.6723438022051453
5m8gxij29LQHtcqyshtSOq,Tell You,Lil Loski,rap,46,0.691,0.619,0.68,85.467,147021,0.3569453725359171
7r9n8i6kikpwxEomUFujzY,Very Special,Wiz Khalifa,rap,46,0.819,0.733,0.437,75.007,166531,0.3132601069161377
7AjnljdL3ecxRkPVsvY68D,Milk It,Rony Rex,edm,46,0.891,0.881,0.756,123.984,195635,0.5178082191780822
01nV5tQ4pCpKIIJ3AVxKdv,Generé,Bipo Montana,rap,46,0.743,0.565,0.753,88.041,219786,0.36769545606414966
2ulRjd09lFHVNAiASlhY72,Hainan Paradise,SINY,latin,46,0.832,0.443,0.416,78.048,125870,0.3259605746742399
2Ig1hAuqb0dsBJ20cRd6EK,Wish You Well (feat. Trove),Famba,pop,46,0.487,0.778,0.584,100.039,181295,0.41780404276645505
138r3KZpQTolaujmTBuqlY,Melody - Radio Mix,Dimitri Vegas & Like Mike,edm,46,0.461,0.975,0.0784,129.978,223385,0.5428416304710992
6VH7sh6fC6YPi297UC2Fkg,Jealousy - Remastered 2011,Queen,rock,46,0.574,0.478,0.211,80.8,193147,0.33745405947210155
2EMauqGtcQBe2WpALvKh3j,I Don't Give A Fuck,2Pac,rap,46,0.893,0.721,0.801,94.58,260173,0.3950050116939526
1UfN9HVgr6KNoEwP0PKGoQ,Wanted - RetroVision Remix,NOTD,edm,46,0.785,0.833,0.593,126.066,177143,0.5265035081857669
4Z9WGxCeroZeuyW3kEwz8N,Hasta Las 6,Kodigo,rap,46,0.681,0.454,0.12,139.923,441504,0.5843760441029068
6L9E5ONm7Mv8lraV53UR3X,All of the People,Panama Wedding,pop,46,0.693,0.67,0.929,89.98,215907,0.37579351820915474
4WuYrtIkVR8vTE0nBJwnJX,Aire,Leslie Grace,latin,46,0.753,0.901,0.741,100.014,222777,0.4176996324757768
50oMV9ChVZchW4zAcsKigA,14 Til,Anti-Lilly & Phoniks,r&b,46,0.814,0.592,0.904,90.009,267363,0.37591463414634146
7vSfNlUtDZx4hDtBxSfiDA,Which Light Switch Is Which?,Scooter,edm,46,0.519,0.886,0.293,149.976,202804,0.6263615101904444
5vzFnlJE4MSKmV24u2F89j,Ich muss gar nix,Grossstadtgeflüster,pop,46,0.787,0.945,0.855,126.122,184267,0.5267373872368861
13xKh7WqwxzEFYhYCJJwHg,Lovergirl,Teena Marie,r&b,46,0.73,0.756,0.827,123.604,259560,0.5162211827597728
2J7SwOy4hDMM13bckv87GD,Faith (with Dolly Parton) [feat. Mr. Probz] - Jewelz & Sparks Remix,Galantis,edm,46,0.72,0.957,0.191,128.007,245156,0.5346099231540261
1qlsnDtzryr3yLuocJ00PY,Alone with You,Tevin Campbell,r&b,46,0.593,0.479,0.652,155.913,307827,0.6511568660207151
3L0Dg5V8V4XLugW7PXhKdk,Attention - Tropical House Mix,Boonz,latin,46,0.693,0.662,0.481,94.99,194403,0.3967173404610758
7yJj4umZ3DgeLU3LiU5TN3,La Llamada,Cartel De Santa,rap,46,0.864,0.744,0.269,94.98,211787,0.39667557634480455
5AJgjETGRZMlONKiKzYCUy,Perfect - Mike Perry Remix,Ed Sheeran,edm,46,0.732,0.756,0.343,113.98,221333,0.476027397260274
3AlYAIWuDs2bYLevsTlHVj,Retrograde,Hardwell,edm,46,0.634,0.979,0.0377,128.021,251250,0.5346683929168058
4C8bbFSl37YUCoVeyr3Fl3,The Truth,India.Arie,r&b,46,0.691,0.472,0.291,95.83,209853,0.400225526227865
2MTSo2SGQ0oVKgPu99x3Df,Dopamine,Franc Moody,edm,46,0.818,0.562,0.57,125.03,243946,0.5221767457400601
2KpCVL6gtwaKAbyCcwvADp,I Can Tell,Yung Bae,r&b,46,0.756,0.935,0.843,116.977,201026,0.4885441029067825
1Dc58SLkx9befq6ajSUCrW,Violin 4.0 (Olympis Remix),Helion,edm,46,0.51,0.526,0.474,127.704,131611,0.5333444704310056
1lEtudJvZNiibWzXc5m4mh,We Got That Cool (feat. Afrojack & Icona Pop) - Robert Falcon & Jordan Jay Remix,Yves V,edm,46,0.691,0.868,0.512,126.205,185238,0.5270840294019379
7nQgBpoTzmbEPw9EpZwCNN,Never Tired Of You,Julian Jordan,edm,46,0.684,0.941,0.252,125.999,161071,0.5262236886067491
6p8uFTidsF68EHK5p753gU,Maaya,Achtabahn,latin,46,0.829,0.765,0.736,121.982,193222,0.509447043100568
3N02rdKYcUq6nabDpCRv7v,Heavy/Like a Witch,All Them Witches,rap,46,0.323,0.903,0.255,152.827,347875,0.638268459739392
2JvJVg3ad7qto5pTH5iOJt,Good When We're Together - Radio Edit,Kav Verhouzer,latin,46,0.681,0.814,0.586,124.047,181135,0.5180713331105914
7trxuSkxmsRKOyJcejNkij,Leavin',Brenky,rap,46,0.422,0.394,0.846,131.103,108492,0.5475400935516205
3ZpTL6e7kJq5AKJZvIu2gi,Meros überall,Sero El Mero,rap,46,0.774,0.625,0.675,158.065,184972,0.6601445038422987
3Kmcm8m9i6Be5LuWYgt47G,Feels Like,Vicetone,edm,46,0.539,0.715,0.496,128.073,191611,0.5348855663214167
1NHZh7Pr4El0JCh02p8dHd,BURIED,27CLUB,rap,46,0.639,0.573,0.295,159.955,120000,0.6680379218175744
3EQDJ0MHppNeqOtAVoJqJH,@,chillwagon,rap,46,0.818,0.697,0.805,127.96,255202,0.534413631807551
5gXDkRhBRe29vJeafMPNlM,Oxygen,Maia Mitchell,pop,46,0.592,0.935,0.517,127.967,181693,0.5344428666889408
3dud2dUA1UY39rM2hqmIhb,O.N.E.,Yeasayer,pop,46,0.603,0.936,0.41,121.969,321013,0.5093927497494153
6H4IrhaJFaoXrSuQQKfzpD,Little Games - St. Lucia Remix,The Colourist,pop,46,0.571,0.728,0.571,110.541,273400,0.461664717674574
7otYg4mLHE3r3NriE0cJ9i,Don't Call Me Up - Burak Yeter Remix,Mabel,edm,46,0.778,0.948,0.87,116.987,192308,0.4885858670230538
0lTIMAG4gTMux3zh5RvMKZ,Shuttin It Down,Maddix,edm,46,0.589,0.958,0.216,128.001,164062,0.5345848646842634
1Fu3vJJwVKY7c7JnTX3Mvi,Cryin',Vixen,rock,46,0.657,0.567,0.563,109.007,211907,0.4552581022385567
5YLxB42SlvjPVpHOn7s32T,Come Home,Sad Eye,latin,46,0.762,0.559,0.291,94.012,158387,0.39263280988974275
3vdb5GCE9MRsRcHf3t8UdQ,DM,The Rudeboyz,latin,46,0.844,0.675,0.771,96.031,215000,0.40106498496491816
7pCOQEjSzfBAswhwEusLh1,Fractures - Trivecta Remix,ILLENIUM,edm,46,0.471,0.851,0.196,160.017,301500,0.6682968593384564
722N7OOvzhtyUEimkeu91r,Strangers - Jonas Blue Remix,Sigrid,edm,46,0.716,0.867,0.472,115.023,192323,0.4803833945873705
38LHpxLutK4xQZMB2Hngh5,Istanbul (Not Constantinople),Bart & Baker,edm,46,0.734,0.887,0.961,118.954,204413,0.49680086869361845
4tnwr1Z0YTGCT8PohX0pKg,Cream - Radio Edit,Tujamo,edm,46,0.709,0.996,0.644,127.989,153880,0.5345347477447377
2KdsPGSUXbSZyq4oiDOqAe,Murder,UGK,rap,46,0.866,0.605,0.723,86.196,232200,0.35998997661209486
734x5kcTkpSZpsprjOYDNH,Something Better,Minke,pop,46,0.53,0.411,0.193,103.409,213962,0.4318785499498831
1CtQClLffhYcQKRIAtM0qm,Waterfalls,Roger Martin,latin,46,0.581,0.779,0.172,118.028,204998,0.49293351152689613
164JzC2DyCcYoU6t04ERZM,White Tiger - Marcus Layton Radio Edit,Izzy Bizu,latin,46,0.789,0.784,0.774,117.996,174993,0.4927998663548279
2mRfXNIIxzNfj8X5syN6HM,Heaven (Don't Have A Name) [feat. Jeremy Renner],Sam Feldt,edm,46,0.384,0.871,0.359,144.169,176576,0.6021090878717007
43KDuKt8wcZFkx8RNwf1Si,Wild Thing,JAXSON GAMBLE,rap,46,0.676,0.839,0.814,160.027,173250,0.6683386234547276
